nodes,x,y,time
811,13,21,2003-10-30T13:09:05.350Z
811,13,21,2003-11-02T16:04:07.090Z
846,10,22,2003-11-05T00:58:51.110Z
1001,13,26,2003-11-06T09:32:53.170Z
1311,19,34,2003-11-08T20:38:57.590Z
276,10,7,2003-11-13T05:55:57.620Z
1008,20,26,2003-11-14T16:39:37.330Z
1514,32,39,2003-11-16T07:22:46.970Z
1008,20,26,2003-11-24T01:08:47.340Z
242,14,6,2003-11-26T07:42:31.100Z
1008,20,26,2003-11-27T12:00:19.310Z
422,4,11,2003-12-01T20:18:51.270Z
1040,14,27,2003-12-10T19:40:25.370Z
276,10,7,2003-12-14T18:43:42.210Z
87,11,2,2003-12-25T14:22:54.060Z
1009,21,26,2003-12-29T01:21:22.490Z
653,7,17,2004-01-01T12:06:54.060Z
125,11,3,2004-01-04T16:13:55.620Z
1009,21,26,2004-01-05T03:05:27.180Z
1032,6,27,2004-01-06T18:53:35.460Z
352,10,9,2004-01-08T00:03:01.410Z
1009,21,26,2004-01-08T18:43:41.890Z
81,5,2,2004-01-08T21:19:39.520Z
970,20,25,2004-01-12T03:04:11.440Z
881,7,23,2004-01-12T14:14:30.130Z
774,14,20,2004-01-15T00:25:05.010Z
124,10,3,2004-01-16T10:38:09.070Z
971,21,25,2004-01-20T08:31:35.890Z
3,3,0,2004-01-29T09:14:35.950Z
45,7,1,2004-01-29T21:17:43.580Z
241,13,6,2004-02-01T21:50:53.590Z
773,13,20,2004-02-12T15:23:06.650Z
846,10,22,2004-02-14T17:16:07.150Z
972,22,25,2004-02-15T04:12:52.820Z
972,22,25,2004-02-15T04:13:17.600Z
971,21,25,2004-02-16T03:48:14.680Z
1009,21,26,2004-02-16T06:48:05.520Z
1509,27,39,2004-02-16T18:12:27.330Z
1509,27,39,2004-02-16T23:27:31.250Z
1104,2,29,2004-02-19T18:14:12.710Z
1349,19,35,2004-02-20T11:15:59.840Z
1008,20,26,2004-02-25T09:28:21.410Z
1352,22,35,2004-02-26T17:17:45.540Z
1009,21,26,2004-02-28T04:40:01.030Z
1035,9,27,2004-03-03T22:32:48.920Z
808,10,21,2004-03-06T06:06:40.630Z
1356,26,35,2004-03-12T11:03:44.780Z
1508,26,39,2004-03-17T12:36:22.620Z
354,12,9,2004-03-18T03:18:30.160Z
1009,21,26,2004-03-18T17:41:21.700Z
345,3,9,2004-03-20T23:15:19.670Z
1028,2,27,2004-03-28T07:39:37.860Z
313,9,8,2004-03-28T08:41:14.420Z
736,14,19,2004-03-29T06:27:21.670Z
1029,3,27,2004-04-01T02:12:50.500Z
1009,21,26,2004-04-02T00:51:10.920Z
1009,21,26,2004-04-02T20:14:05.070Z
1087,23,28,2004-04-04T17:17:42.670Z
50,12,1,2004-04-05T12:59:02.060Z
691,7,18,2004-04-13T00:01:29.550Z
313,9,8,2004-04-15T19:06:31.110Z
1407,1,37,2004-04-21T11:01:30.500Z
1037,11,27,2004-04-25T13:19:05.270Z
53,15,1,2004-04-26T18:37:59.110Z
925,13,24,2004-04-27T05:38:41.140Z
384,4,10,2004-04-27T06:48:27.870Z
1407,1,37,2004-04-29T20:58:09.190Z
540,8,14,2004-05-07T19:00:08.260Z
1008,20,26,2004-05-08T23:41:17.720Z
1008,20,26,2004-05-11T14:36:47.060Z
1008,20,26,2004-05-15T06:25:46.250Z
1009,21,26,2004-05-15T20:02:21.960Z
998,10,26,2004-05-18T02:00:50.540Z
1009,21,26,2004-05-22T13:38:26.580Z
1508,26,39,2004-05-22T21:28:20.650Z
43,5,1,2004-05-25T10:04:20.180Z
165,13,4,2004-05-26T22:14:03.780Z
1009,21,26,2004-05-27T00:59:07.920Z
462,6,12,2004-06-01T15:52:39.330Z
1008,20,26,2004-06-03T06:00:10.370Z
1009,21,26,2004-06-05T02:36:48.400Z
1466,22,38,2004-06-06T13:55:40.740Z
1009,21,26,2004-06-14T04:42:21.640Z
1008,20,26,2004-06-14T23:46:20.310Z
127,13,3,2004-06-15T11:55:49.180Z
970,20,25,2004-06-18T14:59:54.190Z
1008,20,26,2004-06-19T21:26:53.970Z
971,21,25,2004-06-21T06:45:25.320Z
579,9,15,2004-06-23T03:31:13.970Z
239,11,6,2004-06-24T04:08:14.950Z
173,21,4,2004-07-06T14:44:16.700Z
1008,20,26,2004-07-09T19:18:59.170Z
239,11,6,2004-07-14T01:11:04.360Z
315,11,8,2004-07-18T07:38:52.770Z
276,10,7,2004-07-18T07:55:02.970Z
614,6,16,2004-07-20T05:22:17.370Z
79,3,2,2004-07-25T06:51:53.500Z
1009,21,26,2004-08-04T10:38:34.760Z
1009,21,26,2004-08-10T11:11:55.860Z
1236,20,32,2004-08-10T15:16:33.530Z
155,3,4,2004-08-11T23:02:24.640Z
242,14,6,2004-08-12T22:52:45.220Z
162,10,4,2004-08-17T02:52:01.750Z
620,12,16,2004-08-18T07:06:52.430Z
239,11,6,2004-08-19T08:05:14.670Z
1186,8,31,2004-08-22T04:54:09.090Z
812,14,21,2004-08-22T23:35:52.750Z
1118,16,29,2004-08-24T01:52:53.120Z
1009,21,26,2004-09-11T21:28:45.040Z
1205,27,31,2004-09-13T02:59:38.000Z
1180,2,31,2004-09-13T18:54:23.100Z
1042,16,27,2004-09-15T05:14:06.680Z
734,12,19,2004-09-16T06:53:19.540Z
1009,21,26,2004-10-03T08:30:29.910Z
1008,20,26,2004-10-12T23:35:04.470Z
999,11,26,2004-10-14T05:04:33.430Z
1008,20,26,2004-10-24T05:57:15.390Z
1009,21,26,2004-10-25T14:55:40.390Z
1008,20,26,2004-11-04T22:42:31.570Z
1009,21,26,2004-11-07T12:37:02.370Z
808,10,21,2004-11-15T09:06:56.560Z
770,10,20,2004-11-15T10:10:34.710Z
808,10,21,2004-11-16T02:29:52.030Z
808,10,21,2004-11-16T06:44:45.430Z
808,10,21,2004-11-16T07:18:57.050Z
808,10,21,2004-11-16T21:30:16.090Z
848,12,22,2004-11-16T21:32:41.240Z
809,11,21,2004-11-19T21:34:50.650Z
614,6,16,2004-11-21T06:11:37.470Z
89,13,2,2004-11-21T12:48:59.070Z
808,10,21,2004-11-24T03:42:11.580Z
1009,21,26,2004-11-24T11:58:27.070Z
346,4,9,2004-11-24T16:19:50.790Z
1281,27,33,2004-11-28T17:29:52.970Z
1037,11,27,2004-11-30T18:50:50.940Z
1009,21,26,2004-12-04T18:39:32.540Z
935,23,24,2004-12-09T19:28:51.510Z
1008,20,26,2004-12-11T10:36:33.740Z
968,18,25,2004-12-15T15:18:56.170Z
51,13,1,2004-12-19T02:30:07.340Z
1186,8,31,2004-12-19T08:23:48.250Z
930,18,24,2004-12-19T20:50:08.490Z
1186,8,31,2004-12-20T11:04:38.250Z
1313,21,34,2004-12-25T09:08:36.400Z
1232,16,32,2004-12-30T15:02:18.200Z
269,3,7,2005-01-09T02:36:11.900Z
1008,20,26,2005-01-10T17:34:30.100Z
117,3,3,2005-01-15T11:40:37.250Z
79,3,2,2005-01-15T14:02:14.700Z
79,3,2,2005-01-15T17:22:33.350Z
275,9,7,2005-01-16T10:14:18.880Z
1008,20,26,2005-01-18T02:17:07.030Z
307,3,8,2005-01-20T16:45:28.860Z
307,3,8,2005-01-20T19:07:16.090Z
845,9,22,2005-01-21T00:12:46.870Z
307,3,8,2005-01-21T04:30:29.010Z
307,3,8,2005-01-21T10:18:05.560Z
307,3,8,2005-01-21T13:45:14.060Z
307,3,8,2005-01-21T15:26:31.980Z
307,3,8,2005-01-21T16:15:05.010Z
307,3,8,2005-01-21T16:47:00.550Z
307,3,8,2005-01-22T00:16:42.070Z
307,3,8,2005-01-22T01:12:14.480Z
460,4,12,2005-01-22T17:15:37.950Z
460,4,12,2005-01-22T18:52:36.820Z
307,3,8,2005-01-23T05:24:06.160Z
307,3,8,2005-01-23T09:50:34.570Z
307,3,8,2005-01-23T10:06:07.740Z
307,3,8,2005-01-23T17:06:14.870Z
306,2,8,2005-01-23T18:25:34.570Z
194,4,5,2005-01-24T06:11:52.300Z
884,10,23,2005-01-24T12:19:11.810Z
124,10,3,2005-01-24T15:01:56.390Z
307,3,8,2005-01-24T23:23:26.120Z
269,3,7,2005-01-24T23:26:50.320Z
269,3,7,2005-01-24T23:59:32.100Z
269,3,7,2005-01-25T01:21:04.610Z
269,3,7,2005-01-25T03:54:21.350Z
269,3,7,2005-01-25T10:28:09.160Z
971,21,25,2005-01-27T09:17:39.930Z
845,9,22,2005-01-27T14:24:11.740Z
769,9,20,2005-01-28T08:21:45.960Z
306,2,8,2005-01-28T09:26:18.830Z
306,2,8,2005-01-28T15:46:45.270Z
345,3,9,2005-01-30T06:49:29.850Z
345,3,9,2005-01-30T07:06:49.200Z
345,3,9,2005-01-30T11:37:48.110Z
345,3,9,2005-01-30T18:20:04.500Z
345,3,9,2005-02-01T06:40:01.880Z
971,21,25,2005-02-03T19:50:10.000Z
923,11,24,2005-02-13T06:30:10.000Z
269,3,7,2005-02-15T02:27:50.100Z
1037,11,27,2005-02-15T17:22:27.110Z
307,3,8,2005-02-16T09:01:05.090Z
307,3,8,2005-02-16T18:16:46.130Z
307,3,8,2005-02-17T02:34:29.000Z
845,9,22,2005-02-17T04:25:05.160Z
307,3,8,2005-02-17T08:12:17.170Z
269,3,7,2005-02-17T20:42:57.640Z
344,2,9,2005-02-17T23:40:28.210Z
849,13,22,2005-02-18T12:56:05.680Z
809,11,21,2005-02-18T18:44:45.530Z
276,10,7,2005-02-20T07:46:08.070Z
1008,20,26,2005-02-22T00:08:06.710Z
12,12,0,2005-02-24T01:23:23.750Z
1030,4,27,2005-02-24T21:14:43.320Z
970,20,25,2005-02-25T06:41:25.320Z
847,11,22,2005-02-27T13:24:06.290Z
1008,20,26,2005-03-01T07:30:35.680Z
276,10,7,2005-03-02T09:45:36.930Z
276,10,7,2005-03-03T08:39:40.790Z
971,21,25,2005-03-05T17:12:20.640Z
774,14,20,2005-03-08T15:59:43.870Z
344,2,9,2005-03-10T03:40:04.140Z
1262,8,33,2005-03-15T20:19:39.860Z
1224,8,32,2005-03-15T20:24:01.990Z
312,8,8,2005-03-16T06:17:57.690Z
1008,20,26,2005-03-17T18:12:50.600Z
1224,8,32,2005-03-22T16:42:41.660Z
203,13,5,2005-03-26T06:31:22.740Z
307,3,8,2005-03-27T08:03:36.150Z
1243,27,32,2005-03-28T00:45:05.500Z
1243,27,32,2005-03-28T00:51:17.600Z
1009,21,26,2005-04-04T09:12:53.690Z
1166,26,30,2005-04-06T22:17:53.840Z
1043,17,27,2005-04-09T06:11:19.710Z
42,4,1,2005-04-09T13:32:21.030Z
1282,28,33,2005-04-09T13:36:01.000Z
423,5,11,2005-04-09T22:22:05.050Z
42,4,1,2005-04-10T03:53:28.580Z
276,10,7,2005-04-18T11:58:33.310Z
849,13,22,2005-04-21T03:39:24.120Z
1009,21,26,2005-04-24T07:39:16.570Z
168,16,4,2005-04-25T20:26:33.410Z
1205,27,31,2005-04-26T00:53:40.800Z
1009,21,26,2005-04-26T11:25:45.960Z
971,21,25,2005-05-08T04:24:38.810Z
466,10,12,2005-05-09T20:21:22.770Z
1008,20,26,2005-05-10T12:00:49.950Z
1008,20,26,2005-05-12T05:07:03.030Z
80,4,2,2005-05-13T19:17:59.640Z
158,6,4,2005-05-15T07:16:48.020Z
1388,20,36,2005-05-15T08:52:40.650Z
545,13,14,2005-05-18T21:37:26.150Z
307,3,8,2005-05-19T01:25:51.790Z
117,3,3,2005-05-21T05:11:35.390Z
813,15,21,2005-05-21T08:37:18.740Z
117,3,3,2005-05-21T11:59:28.610Z
807,9,21,2005-05-21T19:49:43.190Z
42,4,1,2005-05-22T18:08:29.510Z
1280,26,33,2005-05-24T13:43:20.030Z
117,3,3,2005-05-25T12:57:11.540Z
1119,17,29,2005-05-28T10:12:46.350Z
117,3,3,2005-05-29T17:52:17.710Z
197,7,5,2005-06-02T08:24:31.940Z
43,5,1,2005-06-04T23:49:48.960Z
1001,13,26,2005-06-05T21:12:38.670Z
850,14,22,2005-06-11T01:56:01.020Z
1035,9,27,2005-06-16T18:57:11.900Z
276,10,7,2005-06-20T17:58:16.990Z
276,10,7,2005-06-21T10:03:52.180Z
1008,20,26,2005-06-25T05:47:47.330Z
1129,27,29,2005-06-28T14:25:59.950Z
276,10,7,2005-06-30T11:27:38.690Z
809,11,21,2005-07-06T09:17:18.710Z
1009,21,26,2005-07-09T16:56:24.700Z
1001,13,26,2005-07-13T14:49:26.080Z
308,4,8,2005-07-15T17:34:56.020Z
1164,24,30,2005-07-15T21:02:15.720Z
971,21,25,2005-07-18T04:15:44.010Z
1165,25,30,2005-08-01T17:58:30.500Z
614,6,16,2005-08-03T21:20:50.460Z
1442,36,37,2005-08-08T09:38:38.200Z
236,8,6,2005-08-08T21:11:22.390Z
1001,13,26,2005-08-14T16:49:51.660Z
1001,13,26,2005-08-14T17:47:13.230Z
1244,28,32,2005-08-15T01:55:32.410Z
1244,28,32,2005-08-15T01:56:52.830Z
1009,21,26,2005-08-21T15:16:47.590Z
4,4,0,2005-08-23T06:32:25.340Z
1009,21,26,2005-08-24T14:10:26.110Z
314,10,8,2005-08-26T08:55:57.440Z
1009,21,26,2005-08-27T00:06:12.640Z
1008,20,26,2005-08-28T02:35:26.120Z
1394,26,36,2005-08-28T23:03:10.400Z
48,10,1,2005-09-03T15:50:44.100Z
1276,22,33,2005-09-15T06:46:26.520Z
997,9,26,2005-09-18T21:34:28.910Z
162,10,4,2005-09-21T00:09:13.040Z
1001,13,26,2005-09-21T11:06:23.460Z
692,8,18,2005-09-26T11:56:17.570Z
1008,20,26,2005-09-27T19:50:41.400Z
773,13,20,2005-10-02T22:07:22.930Z
1226,10,32,2005-10-03T14:06:19.990Z
277,11,7,2005-10-13T22:05:08.290Z
1396,28,36,2005-10-19T20:53:44.800Z
1009,21,26,2005-10-20T05:49:03.810Z
1008,20,26,2005-10-21T22:45:29.220Z
1236,20,32,2005-10-23T19:29:09.200Z
352,10,9,2005-10-24T17:35:33.830Z
238,10,6,2005-10-26T22:40:21.490Z
1424,18,37,2005-10-29T11:03:00.410Z
1009,21,26,2005-11-02T20:42:14.280Z
276,10,7,2005-11-04T17:40:52.990Z
232,4,6,2005-11-05T09:11:03.070Z
971,21,25,2005-11-07T03:05:37.730Z
1009,21,26,2005-11-08T03:58:27.620Z
316,12,8,2005-11-09T11:33:13.190Z
88,12,2,2005-11-11T19:10:31.890Z
193,3,5,2005-11-12T23:04:25.860Z
923,11,24,2005-11-15T15:51:01.730Z
845,9,22,2005-11-15T20:47:18.290Z
119,5,3,2005-11-22T14:31:45.410Z
1009,21,26,2005-11-23T17:50:51.460Z
201,11,5,2005-11-24T23:56:51.760Z
167,15,4,2005-11-30T19:03:48.400Z
1009,21,26,2005-12-01T05:43:31.470Z
1009,21,26,2005-12-01T18:31:33.610Z
1008,20,26,2005-12-03T02:01:12.170Z
276,10,7,2005-12-07T09:32:08.590Z
233,5,6,2005-12-12T21:07:35.670Z
1009,21,26,2005-12-14T11:08:30.510Z
1128,26,29,2005-12-14T21:32:12.100Z
1009,21,26,2005-12-15T09:09:30.900Z
1009,21,26,2005-12-17T19:59:30.090Z
234,6,6,2005-12-17T23:12:37.420Z
117,3,3,2005-12-19T02:09:55.180Z
231,3,6,2005-12-20T16:34:50.570Z
314,10,8,2005-12-23T21:47:28.000Z
855,19,22,2005-12-26T14:17:32.300Z
850,14,22,2005-12-26T23:37:30.060Z
1009,21,26,2005-12-30T03:14:29.780Z
500,6,13,2006-01-01T03:37:09.440Z
1430,24,37,2006-01-01T09:43:14.810Z
1008,20,26,2006-01-02T12:46:05.930Z
315,11,8,2006-01-02T20:43:20.720Z
1277,23,33,2006-01-03T22:15:06.000Z
1000,12,26,2006-01-04T10:40:19.540Z
1009,21,26,2006-01-06T19:04:22.380Z
276,10,7,2006-01-08T06:23:21.400Z
808,10,21,2006-01-08T20:49:10.440Z
971,21,25,2006-01-10T03:14:41.890Z
992,4,26,2006-01-13T05:51:24.800Z
740,18,19,2006-01-21T21:10:39.980Z
276,10,7,2006-01-22T06:18:17.270Z
998,10,26,2006-01-23T20:50:44.980Z
997,9,26,2006-01-23T20:52:30.250Z
1205,27,31,2006-01-23T23:46:12.600Z
998,10,26,2006-01-24T02:15:44.830Z
998,10,26,2006-01-29T17:49:14.160Z
1002,14,26,2006-01-30T12:16:55.860Z
998,10,26,2006-02-03T01:18:42.950Z
1009,21,26,2006-02-03T21:13:47.060Z
1037,11,27,2006-02-10T01:58:00.040Z
1047,21,27,2006-02-10T04:36:09.170Z
1008,20,26,2006-02-10T12:31:34.150Z
998,10,26,2006-02-16T23:57:43.390Z
239,11,6,2006-02-18T19:51:59.710Z
44,6,1,2006-02-18T21:07:27.760Z
164,12,4,2006-02-23T00:33:48.930Z
1314,22,34,2006-03-02T00:48:07.400Z
126,12,3,2006-03-05T05:28:31.730Z
276,10,7,2006-03-06T09:42:55.430Z
349,7,9,2006-03-08T21:54:16.030Z
1000,12,26,2006-03-11T15:40:30.770Z
1008,20,26,2006-03-14T15:50:44.130Z
1008,20,26,2006-03-15T16:27:37.010Z
1009,21,26,2006-03-16T22:49:11.830Z
1282,28,33,2006-03-21T18:34:23.700Z
614,6,16,2006-03-22T18:42:58.730Z
1104,2,29,2006-03-23T07:51:28.210Z
1009,21,26,2006-03-24T00:02:47.740Z
768,8,20,2006-03-26T02:24:38.020Z
1050,24,27,2006-04-10T04:06:07.200Z
1319,27,34,2006-04-14T23:16:24.800Z
312,8,8,2006-04-15T01:08:48.180Z
1160,20,30,2006-04-18T03:10:07.160Z
500,6,13,2006-04-18T07:00:14.130Z
1009,21,26,2006-04-23T17:59:55.250Z
1009,21,26,2006-04-26T17:23:28.580Z
1009,21,26,2006-04-29T19:19:14.740Z
773,13,20,2006-04-30T11:41:54.200Z
1309,17,34,2006-05-02T18:16:42.610Z
970,20,25,2006-05-08T15:07:40.140Z
1117,15,29,2006-05-09T14:41:05.140Z
42,4,1,2006-05-19T17:53:46.740Z
973,23,25,2006-05-22T00:35:19.200Z
811,13,21,2006-05-28T15:47:11.710Z
270,4,7,2006-05-29T08:35:50.010Z
1008,20,26,2006-06-02T09:29:51.870Z
1009,21,26,2006-06-02T16:53:08.790Z
1008,20,26,2006-06-03T23:03:46.480Z
1307,15,34,2006-06-06T14:23:00.680Z
998,10,26,2006-06-09T17:50:17.140Z
1151,11,30,2006-06-16T19:00:55.930Z
819,21,21,2006-06-18T04:59:00.100Z
239,11,6,2006-06-21T12:40:59.670Z
158,6,4,2006-06-26T19:37:49.800Z
157,5,4,2006-06-27T13:41:15.280Z
1008,20,26,2006-06-27T15:56:22.590Z
1008,20,26,2006-07-05T10:56:08.770Z
1008,20,26,2006-07-06T07:34:25.000Z
269,3,7,2006-07-13T15:03:23.860Z
1471,27,38,2006-07-15T07:36:21.500Z
1008,20,26,2006-07-18T16:57:55.530Z
1008,20,26,2006-07-26T10:50:47.730Z
157,5,4,2006-07-26T18:06:20.690Z
1160,20,30,2006-07-28T00:31:12.340Z
1009,21,26,2006-07-28T14:28:02.190Z
1242,26,32,2006-08-02T12:39:49.200Z
81,5,2,2006-08-02T18:41:37.730Z
1280,26,33,2006-08-04T13:41:39.830Z
157,5,4,2006-08-06T05:33:02.880Z
1009,21,26,2006-08-15T21:10:48.210Z
275,9,7,2006-08-16T05:16:24.770Z
1009,21,26,2006-08-20T17:37:19.300Z
1086,22,28,2006-08-31T22:50:50.390Z
201,11,5,2006-09-02T18:54:55.050Z
1035,9,27,2006-09-03T10:23:30.620Z
236,8,6,2006-09-04T03:21:48.590Z
857,21,22,2006-09-06T19:30:00.210Z
1009,21,26,2006-09-17T16:16:23.720Z
613,5,16,2006-09-19T02:33:44.380Z
1009,21,26,2006-09-26T03:35:35.650Z
349,7,9,2006-09-28T03:43:43.240Z
1152,12,30,2006-09-28T22:55:50.990Z
1009,21,26,2006-09-30T05:37:15.120Z
879,5,23,2006-10-06T17:20:57.860Z
971,21,25,2006-10-08T04:00:31.760Z
1035,9,27,2006-10-14T17:55:15.800Z
1073,9,28,2006-10-15T11:06:22.930Z
5,5,0,2006-10-15T18:59:57.790Z
504,10,13,2006-10-16T10:11:07.290Z
1008,20,26,2006-10-18T13:57:42.210Z
1396,28,36,2006-10-28T13:31:54.100Z
314,10,8,2006-10-31T09:55:28.730Z
41,3,1,2006-11-07T07:49:58.740Z
1035,9,27,2006-11-10T07:54:29.910Z
1032,6,27,2006-11-17T18:28:47.350Z
1009,21,26,2006-11-21T10:29:58.990Z
1035,9,27,2006-11-22T07:12:17.520Z
276,10,7,2006-11-23T22:27:01.720Z
504,10,13,2006-11-25T13:50:07.390Z
1009,21,26,2006-11-26T19:55:03.500Z
236,8,6,2006-11-28T00:40:38.170Z
883,9,23,2006-11-29T19:59:21.510Z
1009,21,26,2006-12-01T15:57:31.910Z
971,21,25,2006-12-02T14:08:21.100Z
276,10,7,2006-12-03T14:16:23.190Z
1000,12,26,2006-12-06T14:37:40.590Z
1000,12,26,2006-12-08T02:46:30.700Z
164,12,4,2006-12-18T19:07:17.870Z
995,7,26,2006-12-19T14:06:45.810Z
15,15,0,2006-12-20T15:10:57.660Z
314,10,8,2006-12-31T09:55:55.990Z
857,21,22,2007-01-02T19:49:01.080Z
276,10,7,2007-01-06T06:27:22.220Z
971,21,25,2007-01-07T18:45:35.180Z
970,20,25,2007-01-12T09:52:07.150Z
1008,20,26,2007-01-16T03:44:07.990Z
350,8,9,2007-01-23T08:57:57.670Z
1009,21,26,2007-01-23T23:31:14.810Z
276,10,7,2007-01-26T19:26:42.190Z
819,21,21,2007-01-29T07:47:41.680Z
423,5,11,2007-02-01T03:55:31.870Z
970,20,25,2007-02-01T15:19:44.920Z
1359,29,35,2007-02-03T21:13:42.460Z
849,13,22,2007-02-04T17:08:07.600Z
1009,21,26,2007-02-09T09:07:48.880Z
276,10,7,2007-02-13T14:56:43.480Z
658,12,17,2007-02-16T22:39:55.950Z
652,6,17,2007-02-20T16:12:25.910Z
275,9,7,2007-02-23T14:12:28.510Z
1008,20,26,2007-02-25T01:56:28.080Z
2,2,0,2007-02-26T03:59:48.330Z
1118,16,29,2007-03-05T18:49:17.420Z
583,13,15,2007-03-06T13:05:12.110Z
203,13,5,2007-03-07T11:37:22.460Z
1009,21,26,2007-03-11T20:34:40.710Z
855,19,22,2007-03-12T05:31:46.960Z
739,17,19,2007-03-12T09:17:19.410Z
1009,21,26,2007-03-13T19:18:29.660Z
1259,5,33,2007-03-14T13:57:59.000Z
971,21,25,2007-03-16T18:03:19.580Z
806,8,21,2007-03-17T22:43:09.620Z
768,8,20,2007-03-17T23:03:05.520Z
806,8,21,2007-03-18T02:11:05.300Z
805,7,21,2007-03-18T06:07:04.220Z
768,8,20,2007-03-20T18:07:46.060Z
1008,20,26,2007-03-23T16:34:53.650Z
1049,23,27,2007-03-24T05:54:39.170Z
1008,20,26,2007-03-25T04:42:25.390Z
971,21,25,2007-03-26T06:36:19.250Z
971,21,25,2007-03-27T16:03:29.910Z
276,10,7,2007-03-28T20:57:25.940Z
971,21,25,2007-04-01T10:12:21.730Z
1009,21,26,2007-04-02T20:27:29.600Z
886,12,23,2007-04-09T14:14:32.200Z
971,21,25,2007-04-13T15:02:28.430Z
347,5,9,2007-04-14T11:09:36.550Z
1009,21,26,2007-04-14T11:23:13.890Z
316,12,8,2007-04-22T02:49:07.350Z
78,2,2,2007-04-22T11:57:41.180Z
888,14,23,2007-04-24T08:53:34.030Z
193,3,5,2007-04-26T02:33:39.370Z
1112,10,29,2007-04-28T01:01:15.220Z
384,4,10,2007-05-05T08:19:34.960Z
238,10,6,2007-05-05T18:18:45.220Z
971,21,25,2007-05-05T23:10:43.370Z
971,21,25,2007-05-06T04:47:13.680Z
811,13,21,2007-05-08T22:03:08.150Z
1241,25,32,2007-05-09T10:25:21.100Z
883,9,23,2007-05-12T13:32:15.400Z
1000,12,26,2007-05-13T02:30:27.970Z
812,14,21,2007-05-17T00:56:59.310Z
1087,23,28,2007-05-19T08:55:43.320Z
1009,21,26,2007-05-20T09:06:15.690Z
958,8,25,2007-05-20T21:06:47.400Z
1008,20,26,2007-05-24T06:09:48.670Z
1011,23,26,2007-05-27T06:49:56.880Z
737,15,19,2007-05-27T07:55:58.690Z
1009,21,26,2007-06-08T19:19:50.910Z
159,7,4,2007-06-11T00:19:38.990Z
239,11,6,2007-06-11T03:57:15.700Z
1008,20,26,2007-06-15T10:34:18.090Z
1011,23,26,2007-06-20T08:14:16.520Z
1010,22,26,2007-06-20T19:04:06.990Z
1048,22,27,2007-06-21T13:34:52.870Z
1264,10,33,2007-06-22T08:37:42.630Z
1041,15,27,2007-06-22T20:23:23.250Z
277,11,7,2007-06-23T21:35:25.530Z
691,7,18,2007-06-24T10:44:06.400Z
884,10,23,2007-07-01T16:53:43.400Z
1276,22,33,2007-07-06T19:08:19.580Z
857,21,22,2007-07-08T04:29:38.650Z
1009,21,26,2007-07-08T17:43:29.090Z
737,15,19,2007-07-10T05:25:37.000Z
81,5,2,2007-07-13T07:20:25.550Z
737,15,19,2007-07-15T19:30:00.080Z
1048,22,27,2007-07-16T22:58:23.390Z
275,9,7,2007-07-21T18:58:13.840Z
691,7,18,2007-07-22T06:31:15.770Z
971,21,25,2007-07-23T05:55:46.860Z
1005,17,26,2007-07-26T18:55:39.470Z
87,11,2,2007-07-28T23:28:00.480Z
1009,21,26,2007-07-29T16:17:41.120Z
879,5,23,2007-07-30T15:53:04.370Z
125,11,3,2007-08-02T05:26:40.260Z
971,21,25,2007-08-11T17:43:55.190Z
971,21,25,2007-08-13T22:57:14.770Z
156,4,4,2007-08-15T12:38:49.960Z
971,21,25,2007-08-20T21:31:03.750Z
1009,21,26,2007-08-21T22:54:51.170Z
196,6,5,2007-08-22T03:39:05.880Z
1189,11,31,2007-08-23T05:58:57.470Z
773,13,20,2007-08-24T17:45:50.110Z
539,7,14,2007-08-28T02:17:58.820Z
423,5,11,2007-08-30T00:40:03.990Z
1318,26,34,2007-08-30T17:22:54.000Z
849,13,22,2007-08-31T23:05:41.970Z
1008,20,26,2007-09-04T19:03:22.590Z
1322,30,34,2007-09-05T22:22:57.000Z
971,21,25,2007-09-09T00:45:10.300Z
655,9,17,2007-09-10T01:49:11.780Z
971,21,25,2007-09-11T09:12:31.500Z
1277,23,33,2007-09-14T10:25:35.800Z
655,9,17,2007-09-15T13:52:43.600Z
885,11,23,2007-09-22T11:44:39.330Z
313,9,8,2007-09-22T20:01:23.880Z
83,7,2,2007-09-26T04:43:17.610Z
1008,20,26,2007-10-03T05:13:50.500Z
884,10,23,2007-10-03T14:51:05.680Z
1009,21,26,2007-10-03T16:15:13.190Z
1009,21,26,2007-10-05T04:10:41.990Z
734,12,19,2007-10-22T22:43:04.000Z
239,11,6,2007-10-24T08:21:46.590Z
1008,20,26,2007-10-25T17:59:28.100Z
352,10,9,2007-10-27T20:38:27.850Z
845,9,22,2007-10-27T22:09:33.290Z
276,10,7,2007-10-29T09:22:52.410Z
3,3,0,2007-10-30T04:27:35.560Z
1001,13,26,2007-11-01T12:20:23.420Z
425,7,11,2007-11-04T18:10:22.180Z
1347,17,35,2007-11-09T06:08:04.520Z
200,10,5,2007-11-16T03:13:00.120Z
1009,21,26,2007-11-20T05:56:21.420Z
11,11,0,2007-11-21T04:24:14.220Z
1034,8,27,2007-11-24T13:11:51.850Z
52,14,1,2007-12-02T05:27:53.900Z
276,10,7,2007-12-03T03:09:27.120Z
237,9,6,2007-12-03T06:42:15.530Z
461,5,12,2007-12-04T23:05:50.580Z
461,5,12,2007-12-05T13:52:00.380Z
270,4,7,2007-12-05T14:55:52.030Z
1009,21,26,2007-12-06T14:59:10.230Z
1009,21,26,2007-12-08T02:01:34.590Z
1008,20,26,2007-12-08T23:04:53.560Z
